City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
151,dongsheng,39.8161,109.9776,15.8,43,2,4.32,CN,1670286885
152,coihaique,-45.5752,-72.0662,51.75,54,75,9.22,CL,1670286885
153,poum,-20.2333,164.0167,81.52,79,100,13.56,NC,1670286885
154,crib point,-38.35,145.2,68.41,68,5,7.83,AU,1670286886
155,iquitos,-3.7481,-73.2472,78.84,78,20,3.44,PE,1670286886
156,krasnoarmeysk,51.0239,45.6969,10.62,82,6,5.01,RU,1670286886
157,quatre cocos,-20.2078,57.7625,75.31,80,90,15.75,MU,1670286887
158,ikalamavony,-21.15,46.5833,66.65,89,100,3.87,MG,1670286887
159,torbay,47.6666,-52.7314,39.58,96,100,0.0,CA,1670286887
160,wewak,-3.5534,143.6268,76.17,91,100,6.64,PG,1670286888
161,tuktoyaktuk,69.4541,-133.0374,-16.6,69,75,25.32,CA,1670286888
162,conde,-7.2597,-34.9075,76.46,88,75,8.05,BR,1670286847
163,santa marta,11.2408,-74.199,82.45,72,79,15.01,CO,1670286888
164,codrington,-38.2667,141.9667,60.4,61,55,9.1,AU,1670286638
165,bambanglipuro,-7.95,110.2833,80.37,80,100,0.87,ID,1670286889
166,beloha,-25.1667,45.05,76.89,67,9,6.38,MG,1670286889
167,luderitz,-26.6481,15.1594,58.26,75,21,17.72,NA,1670286889
168,port augusta,-32.5,137.7667,79.59,29,100,4.9,AU,1670286889
169,grand gaube,-20.0064,57.6608,75.6,81,100,1.99,MU,1670286890
170,komsomolskiy,40.4272,71.7189,29.12,86,75,4.61,UZ,1670286890
171,port blair,11.6667,92.75,80.64,83,75,11.5,IN,1670286624
172,lebu,-37.6167,-73.65,58.64,88,0,2.21,CL,1670286890
173,isangel,-19.55,169.2667,87.91,74,20,3.44,VU,1670286891
174,lagoa,39.05,-27.9833,60.75,78,100,26.15,PT,1670286891
175,sembe,1.6481,14.5806,71.15,87,93,1.28,CG,1670286891
176,umm kaddadah,13.6017,26.6876,62.35,28,40,13.98,SD,1670286892
177,champerico,14.3,-91.9167,79.23,79,5,3.36,GT,1670286892
178,kamaishi,39.2667,141.8833,39.97,89,100,4.32,JP,1670286892
179,sinaloa,25.0,-107.5,82.85,54,100,2.82,MX,1670286893
180,san miguel,13.4833,-88.1833,73.42,70,15,1.61,SV,1670286893
181,kavieng,-2.5744,150.7967,83.93,68,71,1.61,PG,1670286643
182,tiksi,71.6872,128.8694,-14.21,94,100,12.53,RU,1670286893
183,roma,43.2128,-75.4557,41.83,46,0,6.91,US,1670286894
184,okhotsk,59.3833,143.3,-16.37,75,100,9.44,RU,1670286734
185,byron bay,-28.65,153.6167,89.71,45,0,4.94,AU,1670286755
186,sitka,57.0531,-135.33,37.29,81,100,0.0,US,1670286894
187,patitirion,39.15,23.8667,51.37,68,100,8.28,GR,1670286895
188,raudeberg,61.9875,5.1352,38.86,54,100,24.23,NO,1670286895
189,rancho palos verdes,33.7445,-118.387,61.83,70,40,8.05,US,1670286895
190,anloga,5.7947,0.8973,80.83,84,53,9.13,GH,1670286895
191,hilo,19.7297,-155.09,78.53,82,75,10.36,US,1670286874
192,sinnamary,5.3833,-52.95,76.96,90,76,8.14,GF,1670286896
193,huarmey,-10.0681,-78.1522,66.52,85,46,7.94,PE,1670286896
194,joshimath,30.5667,79.5667,46.36,15,44,7.85,IN,1670286896
195,longyearbyen,78.2186,15.6401,8.44,61,40,23.02,SJ,1670286897
196,kodiak,57.79,-152.4072,35.11,93,0,0.0,US,1670286897
197,kruisfontein,-34.0033,24.7314,56.88,82,100,7.23,ZA,1670286897
198,jampur,29.6441,70.5954,57.7,32,0,1.52,PK,1670286898
199,nisia floresta,-6.0911,-35.2086,81.41,82,0,7.65,BR,1670286898
200,husavik,66.0449,-17.3389,32.86,81,100,8.75,IS,1670286898
201,honningsvag,70.9821,25.9704,37.15,81,100,8.05,NO,1670286899
202,saquarema,-22.92,-42.5103,73.04,93,100,6.82,BR,1670286899
203,meulaboh,4.1363,96.1285,74.84,90,100,5.14,ID,1670286899
204,gravdal,68.1214,13.5031,32.36,86,100,29.59,NO,1670286900
205,kentau,43.5206,68.5094,13.12,68,0,4.65,KZ,1670286900
206,kavaratti,10.5669,72.642,81.61,69,91,3.31,IN,1670286900
207,upernavik,72.7868,-56.1549,27.36,65,36,10.85,GL,1670286900
208,elat,29.5581,34.9482,62.44,59,3,5.75,IL,1670286901
209,novikovo,51.1537,37.8879,17.65,57,41,5.57,RU,1670286901
210,lockport,41.5895,-88.0578,43.36,78,100,3.44,US,1670286662
211,clyde river,70.4692,-68.5914,14.23,100,100,2.3,CA,1670286902
212,leningradskiy,69.3833,178.4167,-15.5,93,62,3.62,RU,1670286902
213,airai,-8.9266,125.4092,74.62,42,66,1.83,TL,1670286902
214,chapais,49.7834,-74.8492,17.38,97,100,3.58,CA,1670286813
215,ust-kan,50.9276,84.761,-3.32,96,99,2.84,RU,1670286903
216,kollam,8.8833,76.6,75.45,82,100,6.93,IN,1670286903
217,peniche,39.3558,-9.3811,56.1,96,100,8.05,PT,1670286618
218,ixtapa,20.7,-105.2,78.03,83,0,8.05,MX,1670286903
219,wilmington,34.2257,-77.9447,57.11,76,100,5.75,US,1670286609
220,calvinia,-31.4707,19.776,52.86,69,84,3.06,ZA,1670286904
221,beitbridge,-22.2167,30.0,79.48,54,100,13.18,ZW,1670286634
222,luebo,-5.35,21.4167,65.8,99,74,2.21,CD,1670286904
223,moscow,55.7522,37.6156,14.63,88,100,5.99,RU,1670286644
224,bonito,-21.1211,-56.4819,72.25,94,100,0.92,BR,1670286808
225,puerto leguizamo,-0.1934,-74.7819,78.67,70,97,2.48,CO,1670286905
226,cascais,38.6979,-9.4215,58.51,91,78,5.01,PT,1670286905
227,tromso,69.6496,18.957,35.62,87,75,4.61,NO,1670286906
228,saint-alexandre,44.2278,4.6214,39.29,82,100,6.35,FR,1670286906
229,bathsheba,13.2167,-59.5167,74.05,92,20,5.75,BB,1670286906
230,gogrial,8.5332,28.1004,74.25,35,10,5.66,SS,1670286907
231,plettenberg bay,-34.0527,23.3716,59.7,75,100,5.32,ZA,1670286907
232,amapa,1.0,-52.0,72.82,92,100,0.81,BR,1670286907
233,bubaque,11.2833,-15.8333,80.69,71,10,8.97,GW,1670286908
234,stornoway,58.2093,-6.3865,42.76,79,75,11.5,GB,1670286908
235,listvyanka,51.8535,104.8693,18.97,53,100,14.7,RU,1670286909
236,skibbereen,51.55,-9.2667,47.1,81,100,19.26,IE,1670286909
237,riyadh,24.6877,46.7219,68.14,42,7,9.01,SA,1670286716
238,mitrofanovka,49.9708,39.6939,16.86,52,3,6.29,RU,1670286909
239,mana,5.6592,-53.7767,76.37,90,100,8.14,GF,1670286910
240,sangar,63.9242,127.4739,-22.0,94,100,4.92,RU,1670286910
241,port elizabeth,-33.918,25.5701,60.31,89,20,9.22,ZA,1670286910
242,abu dhabi,24.4667,54.3667,73.42,83,0,5.75,AE,1670286782
243,lazaro cardenas,17.9583,-102.2,77.72,84,0,3.85,MX,1670286911
244,pontes e lacerda,-15.2261,-59.3353,71.98,96,100,2.21,BR,1670286892
245,oranjemund,-28.55,16.4333,60.28,84,93,15.21,NA,1670286911
246,dieppe,49.75,1.1667,37.18,91,89,3.33,FR,1670286912
247,imphal,24.8167,93.95,55.51,86,2,1.9,IN,1670286912
248,usinsk,65.9939,57.5281,3.29,92,77,16.33,RU,1670286912
249,xapuri,-10.6517,-68.5044,73.6,88,82,5.95,BR,1670286913
250,athabasca,54.7169,-113.2854,-7.19,77,87,11.95,CA,1670286913
251,ambilobe,-13.2,49.05,73.74,86,4,2.55,MG,1670286913
252,tessalit,20.1986,1.0114,76.01,16,98,9.66,ML,1670286914
253,nola,40.922,14.5329,58.93,91,100,1.83,IT,1670286914
254,kalmunai,7.4167,81.8167,75.42,87,100,7.27,LK,1670286914
255,talcahuano,-36.7167,-73.1167,62.28,77,0,11.5,CL,1670286915
256,bandar-e anzali,37.4727,49.4622,46.81,84,100,17.18,IR,1670286915
257,bougouni,11.417,-7.479,77.92,29,96,3.67,ML,1670286915
258,pitogo,13.7847,122.0881,82.31,74,16,6.78,PH,1670286916
259,guaraniacu,-25.1008,-52.8781,64.96,98,13,1.54,BR,1670286916
260,tiruppuvanam,9.8333,78.2667,73.78,94,20,3.44,IN,1670286916
261,srandakan,-7.9386,110.2506,80.4,80,100,0.96,ID,1670286917
262,suntar,62.1444,117.6319,-4.31,95,100,7.25,RU,1670286917
263,mporokoso,-9.3727,30.125,59.4,96,91,2.21,ZM,1670286917
264,beringovskiy,63.05,179.3167,28.13,73,100,22.28,RU,1670286917
265,batagay,67.6333,134.6333,-18.29,99,100,2.24,RU,1670286918
266,krabi,8.0726,98.9105,81.05,99,40,5.75,TH,1670286918
267,aswan,24.0934,32.907,60.1,63,0,8.05,EG,1670286888
268,salalah,17.0151,54.0924,71.69,60,0,5.75,OM,1670286919
269,mpika,-11.8343,31.4529,61.25,87,100,3.6,ZM,1670286919
270,vestmannaeyjar,63.4427,-20.2734,38.88,69,28,4.79,IS,1670286919
271,puntarenas,9.9763,-84.8384,75.97,83,11,1.79,CR,1670286920
272,kirakira,-10.4544,161.9205,85.19,70,100,6.76,SB,1670286920
273,sao fidelis,-21.6461,-41.7469,75.15,97,100,1.5,BR,1670286914
274,kysyl-syr,63.8986,122.7617,-11.33,97,100,4.65,RU,1670286920
275,gat,31.61,34.7642,59.4,100,2,2.84,IL,1670286921
276,saint george,37.1041,-113.5841,56.95,60,40,8.05,US,1670286872
277,morondava,-20.2833,44.2833,76.64,80,98,2.39,MG,1670286921
278,jijiga,9.35,42.8,57.58,46,4,3.22,ET,1670286921
279,zambezi,-13.5432,23.1047,61.52,93,47,4.23,ZM,1670286922
280,freeport,40.6576,-73.5832,45.18,77,0,5.75,US,1670286922
281,klaksvik,62.2266,-6.589,38.32,61,78,26.06,FO,1670286922
282,le vauclin,14.5452,-60.8388,74.84,88,100,3.44,MQ,1670286923
283,muros,42.7762,-9.0603,51.1,92,100,2.82,ES,1670286923
284,penzance,50.1186,-5.5371,47.08,84,97,18.81,GB,1670286923
285,saskylakh,71.9167,114.0833,-10.86,97,100,22.55,RU,1670286924
286,constitucion,-35.3333,-72.4167,56.32,81,0,9.93,CL,1670286763
287,faanui,-16.4833,-151.75,79.99,76,46,16.73,PF,1670286924
288,satun,6.8333,100.0,75.2,92,100,2.46,TH,1670286924
289,samana,19.2056,-69.3369,74.71,79,0,11.97,DO,1670286925
290,araouane,18.9048,-3.5265,79.39,16,100,6.13,ML,1670286925
291,chumikan,54.7183,135.315,0.57,76,22,21.25,RU,1670286925
292,makakilo city,21.3469,-158.0858,82.15,62,75,10.36,US,1670286926
293,murdochville,48.9583,-65.5006,27.48,84,100,11.36,CA,1670286926
294,hami,42.8,93.45,21.9,43,100,4.68,CN,1670286926
295,miandrivazo,-19.5167,45.4667,76.64,78,6,1.48,MG,1670286927
296,chokurdakh,70.6333,147.9167,-39.5,100,38,4.36,RU,1670286686
297,abu samrah,35.3029,37.1841,52.07,75,2,3.42,SY,1670286927
298,angoram,-4.0625,144.0661,74.66,98,100,2.95,PG,1670286927
299,karratha,-20.7377,116.8463,92.32,28,10,12.93,AU,1670286928
300,leh,34.1667,77.5833,16.56,51,100,2.04,IN,1670286928
301,neftegorsk,52.802,51.166,2.95,98,56,3.29,RU,1670286928
302,adre,13.4667,22.2,66.34,24,0,18.25,TD,1670286929
303,providencia,28.7167,-111.5833,76.21,62,9,8.1,MX,1670286929
304,dingle,10.9995,122.6711,81.12,79,15,12.59,PH,1670286929
305,pesaro,43.9036,12.8903,55.42,92,100,5.7,IT,1670286930
306,aktas,49.7789,72.9608,-22.25,95,22,4.32,KZ,1670286930
307,thinadhoo,0.5333,72.9333,81.03,75,75,7.49,MV,1670286930
308,karlskoga,59.3267,14.5239,20.52,87,77,3.98,SE,1670286931
309,hualmay,-11.0964,-77.6139,66.47,85,73,7.14,PE,1670286931
310,puerto el triunfo,13.2833,-88.55,76.44,74,16,2.26,SV,1670286931
311,hambantota,6.1241,81.1185,76.1,85,100,5.19,LK,1670286932
312,tongliao,43.6125,122.2653,14.61,41,0,12.21,CN,1670286932
313,etchoropo,26.7667,-109.6667,79.41,61,100,8.99,MX,1670286932
314,quelimane,-17.8786,36.8883,80.55,83,20,10.36,MZ,1670286933
315,itarema,-2.9248,-39.9167,79.32,78,9,16.6,BR,1670286933
316,lorengau,-2.0226,147.2712,81.05,82,99,5.95,PG,1670286933
317,machilipatnam,16.1667,81.1333,71.94,85,17,7.31,IN,1670286934
318,sri madhopur,27.4667,75.6,53.58,35,0,3.76,IN,1670286934
319,awjilah,29.1081,21.2869,62.78,34,92,7.92,LY,1670286934
320,caravelas,-17.7125,-39.2481,72.27,87,100,5.84,BR,1670286934
321,deputatskiy,69.3,139.9,-29.29,96,100,1.95,RU,1670286935
322,berlevag,70.8578,29.0864,37.4,87,100,18.41,NO,1670286935
323,karpathos,35.507,27.2132,60.76,72,76,13.8,GR,1670286935
324,cairns,-16.9167,145.7667,91.06,48,0,2.3,AU,1670286740
325,guerrero negro,27.9769,-114.0611,63.14,88,13,16.44,MX,1670286728
326,burns lake,54.2331,-125.7533,8.02,98,56,3.22,CA,1670286936
327,svobodnyy,51.4,128.1333,0.28,92,100,2.77,RU,1670286936
328,hasaki,35.7333,140.8333,43.29,86,100,22.62,JP,1670286937
329,ilebo,-4.3167,20.5833,69.12,97,97,0.83,CD,1670286937
330,hokitika,-42.7167,170.9667,61.63,65,26,7.74,NZ,1670286937
331,port keats,-14.25,129.55,89.47,60,87,9.4,AU,1670286937
332,kutulik,53.3508,102.7839,14.99,62,100,15.97,RU,1670286938
333,atherton,53.5237,-2.4935,41.9,81,100,1.99,GB,1670286938
334,dickinson,29.4608,-95.0513,75.31,89,40,12.66,US,1670286892
335,juliaca,-15.5,-70.1333,46.53,64,100,6.58,PE,1670286938
336,ladyzhyn,48.685,29.2368,24.22,85,61,9.89,UA,1670286939
337,asau,46.4333,26.4,29.32,99,100,3.11,RO,1670286939
338,huai thalaeng,14.997,102.6475,70.16,78,100,10.49,TH,1670286939
339,ulladulla,-35.35,150.4667,64.74,68,64,7.43,AU,1670286940
340,nuevitas,21.5453,-77.2644,74.5,66,0,10.58,CU,1670286940
341,bayji,34.9311,43.487,56.25,53,76,2.84,IQ,1670286940
342,san angelo,31.4638,-100.437,68.22,73,0,10.36,US,1670286941
343,moose factory,51.2585,-80.6094,5.0,78,100,8.05,CA,1670286941
344,kloulklubed,7.0419,134.2556,81.1,78,100,11.81,PW,1670286941
345,valpacos,41.6075,-7.3109,44.89,96,100,1.19,PT,1670286941
346,mehamn,71.0357,27.8492,37.35,81,75,10.36,NO,1670286942
347,souillac,-20.5167,57.5167,75.58,83,75,10.36,MU,1670286942
348,srednekolymsk,67.45,153.6833,-26.1,97,100,3.42,RU,1670286943
349,kingman,35.1894,-114.053,54.88,65,0,16.11,US,1670286794
350,sechura,-5.5569,-80.8222,66.94,81,1,16.4,PE,1670286943
351,belle fourche,44.6714,-103.8522,23.09,56,8,8.25,US,1670286943
352,touros,-5.1989,-35.4608,78.78,74,0,13.29,BR,1670286823
353,mareeba,-17.0,145.4333,86.43,52,0,4.09,AU,1670286944
354,gusev,54.5922,22.1997,31.53,93,100,8.95,RU,1670286944
355,port-cartier,50.0334,-66.8654,34.02,82,100,12.08,CA,1670286764
